0,首日付费ROI投放自动鉴权,"# 功能介绍
# 首日付费ROI投放自动鉴权
为提升游戏广告投放的付费ROI效果，AMS现已全量推出 **【首日付费ROI】** 优化能力，客户可以根据自身产品的情况，设定首日ROI系数，系统将通过对用户的付费价值精准预估，帮助客户获取高付费能力的用户，优化后端ROI效果。

为保障 【**首日付费ROI**】的投放效果，前置要求投放的Appid同时满足【**付费数据充分**】、【**付费数据准确**】、【**付费数据完整**】三个门槛
* 三个门槛均满足即可自动获得投放权限无需申请开白
* 其中一个或一个以上不满足则暂时无法投放，满足后即可重新获得权限

**请有需要投放【**首日付费ROI**】的广告主注意检查&提升付费回传的质量，以免影响功能使用。**
## 适用客户
游戏行业
* IAP类（应用内付费）游戏
* IAP+IAA类（混合变现）游戏
## 推广目标
* APP(Android)
* APP(iOS)
* 微信小游戏
## 优化目标
* APP(Android)/APP(iOS)：【激活】+【首日付费ROI】
* 微信小游戏：【首次付费】+【首日付费ROI】、【注册】+【首日付费ROI】

## 流量版位
* APP(Android)/APP(iOS)：微信/非微信
* 微信小游戏：微信
## 门槛要求
### 门槛1：付费数据充分
针对【**微信小游戏**】和【**APP(Android)/APP(iOS**)】，需同时满足以下条件，否则无法校验通过：
* Appid维度近7个自然日（不包含今天）累计产生**≥100次付费行为**
* Appid维度近7个自然日（不包含今天）累计**付费金额≥5000元**

//说明：仅校验游戏通过腾讯渠道竞价广告产生的付费数据

### 门槛2：付费数据准确
针对【**微信小游戏**】和【**APP(Android)/APP(iOS)**】，需同时满足以下条件，否则无法校验通过：
* 需回传真实付费金额，**不可添加系数**，近7个自然日（不包含今天）**不可出现金额=0或金额加系数的付费行为回传**，否则校验不通过
* 如游戏内**有打折或优惠券或汇率等逻辑，需修改为回传档位原始值**，否则也无法通过校验
### 门槛3：付费数据完整
针对【**微信小游戏**】，ROI优化能力使用广告主上报数据进行优化，因此要求
* **全量回传iOS和安卓端产生的付费数据&金额**，若仅回传单平台数据或某一平台数据回传比例过低则无法通过校验。
## 校验逻辑
* **若Appid同时满足以上三个门槛，则自动获得投放权限，若不满足任一或多个门槛则暂时无法投放**；
* 若您自查发现有Appid同时满足以上三个门槛但仍未获得投放权限，**可与对接销售运营或通过右下角投放助手反馈**；
* **系统每天更新权限判断结果**，此前获得权限的appid有可能因为近期不满足而暂时无法投放，请按照上述要求自查&修正，以重新获得投放权限。"
0,运营侧补充事项,"# 使用指引
## 1. 申请方式
填写[《腾讯优选联盟商户加盟申请表》](https://docs.qq.com/form/page/DVktCcVNNY1dvbENV?_w_tencentdocx_form=1)后，腾讯广告运营工作人员会在1~2个工作日内联系商家通知申请成功，随后即可进行返佣推广计划的设置和操作。
如有疑问，商家可邮件联系ams_cc@tencent.com，或微信关注并联系公众号【优选小推】。

## 2. 返佣计划的设置方法
### 2.1  开启返佣设置功能
联系对接运营获得腾讯优选联盟使用权限后，您可登录投放端，进入商品页面，点击“开启返佣设置”按钮，开启返佣设置功能。
![image (20) 1.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210819145449_741059.png)
### 2.2 设置佣金比例
返佣设置功能开启后，点击商品佣金比例旁的Icon，在输入框内输入佣金比例，即可完成佣金的修改。
注：佣金比例应在[0%，100%]间，保留两位小数，不保留百分号。如10%填写10.00即可
![image (21) 1.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210819145454_434903.png)

### 2.3 设置商品推广状态
返佣设置功能开启后，点击商品缩略图旁边的开启或关闭按钮，可将商品设置为推广或不推广状态。
注：已下架、已删除商品不支持以此方法修改商品推广状态
![image (22) 1.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210819145459_047730.png)
### 2.4 关闭返佣设置功能
点击“关闭返佣设置”后，可关闭返佣设置功能，关闭后无法设置商品的佣金比例和推广状态。
![image (23) 1.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210819145503_984243.png)"
0,开发侧注意事项,"# 使用指引
## 注意事项：
腾讯优选联盟商家开发侧事项与标准接入流程基本一致，但需要特别注意：
### 商品、订单等数据接口接入时，请不要填写佣金及推广状态相关字段！

具体受影响接口如下：

1） 添加数据仓库接口：
每个接口上报数据前都需都添加一个数据仓库，每种数据源类型的数据仓库只可添加一次，该数据仓库在传输数据时可重复使用

2）获取数据仓库接口；

3）商详新增接口：注意，请勿填写接口中佣金&推广状态相关字段；

4）商详变更接口：注意，请勿填写接口中佣金&推广状态相关字段；

5） 订单新增接口：注意，请勿填写接口中佣金&推广状态相关字段；

6）订单状态变更接口；

7）退款订单新增接口；

8）退款订单状态变更接口；

详细接口文档和对接指引见[【腾讯广告】CPS接口上报指引](https://docs.qq.com/doc/DU0lpaERFcHBaSHNz)，请参照此文档完成接口对接。"
0,应用直达,"# 功能介绍

## 一、什么是应用直达？
 
直接到达广告主“APP应用”内广告指定的落地页，叫做应用直达（又名deeplink、深度链接）。
应用直达广告允许您在投放广告时，指定一个在您App内的落地页。用户点击展现的广告后，系统根据当前广告和用户的情况作出判断，如果条件符合，呼起您的App，并在该App内打开您指定的页面（非应用直达的广告最多只能打开App的首页）。

### 跳转链路介绍

应用直达的能力为 **已安装应用直达**

 
【**已安装应用直达**】用户点击广告后，如果该用户已安装了对应的App，会直接打开App并跳转到APP内指定的页面，而不是App首页。


![008eGmZEgy1gpki1d9vidj315e0u0kjn.jpg](https://bbx-pic.gtimg.com/bbx/pictures/2021/77_20210819202220_738256.jpg)
（已安装应用直达示意图）



## 二、应用直达广告有什么优势？
 
 能够帮助广告主缩短特定目标人群（安装人群）的转化链路，提升转化率，当广告主的目标人群中包含已安装人群时，推荐使用；
 
### 提升用户体验
移动端屏幕比较小，App比web页更适合用户浏览，能实现更多的功能。呼起广告对应的APP，能提升用户的浏览体验和操作体验。

### 提升转化效果
对电商等注重转化的广告主，可以将您想推广的商品做进广告素材里，用户看到广告产生兴趣并点击后，在App里直接打开商品对应的页面，缩短了转化路径，提升转化效果。
 
# 使用指引
## 一、如何使用应用直达？
 
首先需要确认您的app可以支持外链呼起。如果不支持，需要先使App支持外链呼起，否则无法打开App。
 
###  ADQ投放端指引：
 
3.1、支持的推广目标和广告版位
 
**非微信流量：**
支持广告版位：「腾讯平台与内容媒体」、「优量汇」

支持推广目标：「Android应用」、「iOS应用」、「品牌活动推广」、「销售线索收集」

**微信流量：**
「微信朋友圈」广告版位 「卡片广告」创意形式仅支持「Android应用」、「iOS应用」下使用应用直达；



3.2、应用直达-设置入口

创建广告-广告创意-附加跳转能力-设置应用直达URL，（设置长度最大支持1024字节，注意此处不支持http(s)地址）。
 
 ![444.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/77_20210819171719_624368.png)


3.3 广告播放时判断用户的安装状态，显示不同行动按钮文案：


当投放**安卓推广目标- 朋友圈版位 - 卡片创意形式**，在广告播放时：
会判断当前用户手机是否已安装当前应用，如果已安装则行动按钮文案为 **「打开应用」**，如果未安装当前应用时会使用投放端选择的按钮文案如 **「立即体验」**

![123-dfcd560f1e6f245a2a573713f9ef7fc7.png](https://bbx-pic.gtimg.com/bbx/pictures/2022/77_20220126150852_855219.png)



3.4、应用直达地址规范

与一般的http格式地址不同，直达页地址需按写入schema的格式填写，且该schema与推广app和操作系统相关。**请与您的APP技术人员了解您所推广的schema格式，并进行测试，以确保直达页地址能被您所推广的app正确打开。**



示例一：example://showProduct?Id=330885


示例二：vipshop://goHome?tra_from=tra%3Awshxd3nx%3A3b766cqa%3Ahkqw6dph%3A9wde5vms%3A%3A4gl0mmyi%3A%3A&f=dxvipshop://showSpecial?sid=ylvtpm&tra_from=tra%3A6jjay3gi%3A%3A%3A%3A
 
 
3.5**schema相关请参考扩展资料：**
 
【iOS平台】

 <a href=""http://www.idev101.com/code/Objective-C/custom_url_schemes.html"" target=""_blank"" rel=""noopener noreferrer"">Objective-C：自定义网址方案，http://www.idev101.com/code/Objective-C/custom_url_schemes.html</a>
 
&nbsp;
<a href=""https://github.com/BoltsFramework/Bolts-ObjC"" target=""_blank"" rel=""noopener noreferrer"">Bolts 框架方案，https://github.com/BoltsFramework/Bolts-ObjC</a><br />
&nbsp;<br />
 
【Android平台】

<a href=""https://developer.android.google.cn/training/app-links/deep-linking.html"" target=""_blank"" rel=""noopener noreferrer"">为应用内容部署深度链接，https://developer.android.google.cn/training/app-links/deep-linking.html</a>。<br />



# 常见问题 

**1、如何申请应用直达白名单？**


部分广告创意形式应用直达能力仍然受白名单控制，如有需要建议联系运营申请开通。


**2、什么是双链直达？**

已安装应用直达和h5的结合，广告中落地页设置自定义、蹊径等落地页，但同时设置应用直达，已安装用户通过应用直达唤起，未安装进h5；

**3、如何衡量直达能力？**

主要衡量指标：pv唤起率-唤起pv/点击量（点击量一般为pv） 辅助衡量指标：uv唤起率-唤起uv/点击量"
0,投放端内-创意工作台,"# 功能介绍
2021年4月20日， ADQ投放流程中，微电影-创意工作台全新改版上线！
客户想使用行业内爆量视频模版快速制作爆款视频？

客户想使用行业内免费视频片段（空镜头）提升视频效果？

客户想要快速将60s长视频剪成短视频投放腾讯各流量版位？

客户想要快速参考行业、商品下的优质创意助力投放？



微电影-创意工作台改版新增50+行业内爆款视频模版、100+行业内通用免费视频片段以及创意排行榜参考。欢迎大家来使用并反馈任何问题！

# 使用指引
## 功能入口
ADQ投放端 - 新建/复制/编辑广告 - 创意内容 - 创意工作台
![创意工作台1.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728215626_507039.png)


## 核心功能
### 1、功能概览

（1）使用行业爆款视频模版，快速做同款

（2）若对视频模版不满意，可上传图片、视频，或使用行业内免费视频片段（空镜头），微电影混剪出多个视频成片

（3）若不想自己制作视频，根据账户内视频成片下单情况，可0元抢多种视频成片订制套餐

（4）参考行业、商品下的优质创意排行
![创意工作台2.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728215702_197646.png)




### 2、视频模版

（1）点击「去编辑」，进入视频模版编辑页；客户可自由替换素材，添加音乐、LOGO、字幕，生成视频一键用于投放

![创意工作台3.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728215745_364489.png)
![创意工作台4-视频模板2.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728215841_336751.png)




（2）客户可点击「查看更多」，查看其他行业全量视频模版

![创意工作台5.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728215917_261512.png)

![创意工作台6.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728215944_206963.png)



### 3、微电影视频生成工具

（1）客户可从本地、素材库或免费视频中上传1-5个素材

（2）客户可任意使用100+各行业免费视频片段（空镜头）

（3）客户可为成片添加装饰、字幕

![创意工作台7.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728215959_712796.png)
![创意工作台8.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728220024_911085.png)




（4）教育行业关注上传长视频，微电影可根据版位要求，自动截取视频关键利益点片段，混剪出符合外层素材时长要求的短视频。（其他行业若有诉求可联系jiayizhao）

![创意工作台9.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728220046_917088.png)




### 4、视频成片一键下单

点击「0元抢」banner，客户可在创意集市-视频成片下单页，根据历史订单情况，0元抢专业成片订制服务

0元抢资格：广告主主体下，未在创意集市-视频成片下单的新客，享3单免费

![创意工作台10.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728220113_463551.png)






### 5、创意排行榜

筛选客户开户行业、所选商品行业（仅教育、电商）和素材类型下，排行TOP8创意，点击「查看更多」，可跳转至排行榜查看全量优质创意排行

![创意工作台11.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/209_20210728220130_026462.png)"
0,整体流程及前序沟通,"# 功能介绍
## 1、商品库对接SOP流程图 
![wecom-temp-68784bb7f80e360e4cdfa8a7b7591bb8.jpg](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210803204406_622560.jpg)
## 2、前序沟通
在您正式开始接入前，请确定CPS投放计划、期望业务场景、投放端开户身份等信息，并明确以自有返佣体系常规商家身份或腾讯优先联盟商家身份接入。整体对接流程预计耗时1-2周，请您预留好充足的对接时间。确认以上内容后，请接入方运营、开发侧同学分别查看对应指引，分角色参照指引完成接入。

## 3、指引
若您自有商品返佣推广体系，您可以在完成前序沟通的基础上，参考《运营侧指引》及《开发侧指引》完成接入；

若您暂无商品返佣推广体系，希望以腾讯优选联盟商家身份接入CPS商品库，请在《运营侧指引》及《开发侧指引》的基础上，重点关注[《腾讯优选联盟接入指引》](https://e.qq.com/ads/helpcenter/detail?cid=1910&pid=5292)中针对腾讯优选联盟的指引并完成接入。"
0,投放端开户及充值,"# 使用指引
# I、投放端开户
## 1. 开户方式（请根据您的适用场景，选择下列四种开户方式之一）
请根据适用场景，选择下列四种开户方式之一：

【新广告主开户】

广告主无广点通广告账户，未在腾讯广告平台投放过广告。详细指引请见1.1。

【历史广告主开户】

广告主已有广点通有效广告直客账户，在腾讯广告平台投放过广告。详细指引请见1.2。

【代理商开户】

服务商身份开户。由于涉及财务类目的区分，无论之前是否已有腾讯服务商账号，CPS业务均需服务商重新开户。详细指引请见1.3。

【销售代开户】

KA客户，有稳定的销售运营同学进行服务且客户直接开户存在疑问。详细指引请见1.4。

### 1.1 新广告主申请CPS直客账户
【申请方法】

登录[腾讯广告注册页面](https://e.qq.com/reg-new/)，根据指引完成注册。

注意：选择【企业】，账号类型务必选择【CPS商品广告】

![截屏2021-08-20 下午5.41.47.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210820180111_579840.png)




### 1.2 历史广告主直客账户申请CPS直客账户

【申请方法】

登录[腾讯广告系统](http://e.qq.com)后，点击【工具】里的【CPS商品广告账户】，根据指引进行开通。
![历史.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210820181444_660541.png)

### 1.3 代理商身份申请CPS服务商新账户

【代理商申请方法】

登录[代理商注册页面](https://e.qq.com/agency-reg/)

注意：开户方式务必选择【仅开通CPS商品广告服务商】
![服务商开户.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210802122040_492186.png)
【代理商开通催审】

代理商审核需要人工推动，申请完服务商账号后，需将服务商账号ID告知腾讯运营人员，一般审核需要1天时间。

附：通过【主体管理】获取UID信息
![image (24).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210820181913_573739.png)

【代理商开通子客】

待CPS商品广告服务商开通后，在服务商后台开通CPS子客账户
![image (25).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210820181918_892665.png)



### 1.4 销售代为广告主申请CPS直客账户（不建议使用）


【申请方法】

广告主提供相应材料（所需材料信息，请见6.3），由销售同学在腾讯广告ADhome后台进行【外部直客开户】，**申请时务必选择【是CPS账户】，财标标签必须选择带有深圳计算机尾缀（非常重要！！！）。**

## 2. 开户流程
### 2.1 按上述开户方式申请账户后，请将直客账户ID（或子客账户ID）告知腾讯运营人员，开通登录权限。

1） 直客账户ID获取方式：
![image (26).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210820181924_684778.png)
2） 服务商子客账户ID获取方式：
![image (27).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210820181930_640110.png)

### 2.2 进入账户中心，补充并提交账户资质，系统会推送账户至审核端进行审核，一般审核需要1天，如超时过长，请联系腾讯运营人员进行催审。（子客可根据账户状态进行资质修改并提交）
![image (28).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210820181935_849091.png)


### 2.3 在申请CPS账户的同步，可申请开发者账户并接入API，在整个接入、测试、联调阶段，投放端账户将会报错（如下图），请忽略。待整体流程完成后，报错将消失，在投放端即可查看API同步至腾讯的商品。此时若仍报错，请联系腾讯运营人员。

![未绑定.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210820181155_758619.png)

# II、账户充值
由于网银充值仅允许IE浏览器操作，故提供充值指引，帮助大家操作：

1）通过chrome等非IE浏览器打开投放端（e.qq.com）并登录，切换至财务模块
![image (11).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210802131245_202803.png)
2）点击在线充值，输入金额后，到达支付方式选择页面
![image (13).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210802131314_488225.png)
3）复制该页面的url链接，在IE浏览器中打开
![image (14).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210802131350_268210.png)
4）在IE浏览器中选择支付方式，进行后续的网银充值操作
![image (15).png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210802131418_994649.png)"
0,有数开户,"# 功能介绍
## 1. 有数介绍
腾讯有数提供一整套数据服务及接口解决方案，为CPS商品广告提供数据通道服务。接入方开发同学将负责有数API的接入，在测试环境上报和正式环境上报商品、订单等数据。

# 使用指引
## 2. 有数开户
请填写有数开户申请表[《腾讯有数服务申请(商户开发模式)》](http://docs.qq.com/form/fill/DUnRwTnlDSGNoc2Vi)， **接入目的选择“CPS商品广告”**。
![截屏2021-08-02 下午3.22 1.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210802152428_857374.png)
填写《申请表》约 1 个工作日后，请使用在《申请表》中登记的手机号，微信扫码登录[腾讯有数数据管理](http://srdata.tencent.com/)，进入<数据接入>-<接入工具>-<密钥管理>，可获得开发账号及测试 token。"
0,接口对接及有数测试环境上报,"# 使用指引
## 1. 接口对接方案
接口对接阶段，请您参考指引，完成以下接口的对接：
### 1.1 添加数据仓库接口：
每个接口上报数据前都需都添加一个数据仓库，每种数据源类型的数据仓库只可添加一次，该数据仓库在传输数据时可重复使用
### 1.2 获取数据仓库接口
### 1.3 商详新增接口：
**注意，若以腾讯优选联盟身份接入请勿填写接口中佣金&推广状态相关字段**
### 1.4 商详变更接口：
**注意，若以腾讯优选联盟身份接入请勿填写接口中佣金&推广状态相关字段**
### 1.5 订单新增接口：
**注意，若以腾讯优选联盟身份接入请勿填写接口中佣金&推广状态相关字段**
### 1.6 订单状态变更接口
### 1.7 退款订单新增接口
### 1.8 退款订单状态变更接口
接口文档和对接指引见[【腾讯广告】CPS接口上报指引](https://docs.qq.com/doc/DU0lpaERFcHBaSHNz)，请参照此文档完成接口对接。

## 2. 测试环境上报、测试、验收
### 2.1 数据上报
在测试环境上报数据，使用腾讯有数<数据接入>-<接入工具>-<日志查询>进行调试。点击【 JSON 】可看到日志明细。提示信息为“✔️”表示数据通过校验。如下图所示，为前端上报数据在指定时间端，沙盒环境报错的情况。
![18.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210802134949_629042.png)
### 2.2 有数测试环境测试
### 1） 首次提测
接入状态全部变为“接入中”时，接入状态会自动进入“测试数据测试中”，否则，接入流程不会进入下一阶段。

注意，有数测试需要**0.5至1个工作日**的时间，请您耐心等待。若1个工作日后，仍未获得测试结果反馈，请联系有数小助手。
### 2） 测试结果
有数测试助手完成测试，测试结果可见下图消息中心（如测试单无法查看，请联系有数小助手解决）。
![19 1.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/276_20210802135107_177151.png)
### 3） 继续送测
如需继续送测，可关注“智慧零售数据服务”公众号，随时发起重测并接收测试进度消息提醒。
### 4） 后续流程
通过数据测试后，可进行下一步：邮件报备有数（邮件报备一般由您的运营侧进行，从项目启动对接时就可发送邮件，请确保在AMS数据实测验收前完成）。"
0,完成数据授权,"# 使用指引
请与研发同学协作，参考有数[《数据授权》](https://mp.zhls.qq.com/youshu-docs/manual/youshu/ams_cps.html#_5-%E5%AE%8C%E6%88%90%E6%95%B0%E6%8D%AE%E6%8E%88%E6%9D%83)，登录腾讯有数数据管理后台，根据指引完成数据授权。"
