0,优量广告插屏广告,"更大的展现尺寸，支持两种规格尺寸，支持GIF、图片、图文、视频、动态创意、H5富媒体。


<img src='https://bbx-pic.gtimg.com/bbx/pictures/2019/16_20190808175015_239392.gif' style='width:280px;margin:auto'></img>


## 展示位置：


应用暂停或场景切换时以全屏、半屏的方式弹出


展现场景：视频前贴、暂停、后贴、游戏暂停、过关、阅读翻页、加载


## 素材规范：


<img src='https://bbx-pic.gtimg.com/bbx/pictures/2019/16_20190808172550_628001.jpg' style='width:280px;margin:auto'></img>


## 售卖方式：


点击竞价、曝光排期、智能投放


## 日曝光量：


2亿",https://e.qq.com/ads/helpcenter/detail?cid=597&pid=1753,2020-05-27 19:13:58
0,优量广告原生广告,"曝光规模占联盟比重超60%；支持应用直达+动态创意；高融入性场景+优化转化链路。


<img src='https://bbx-pic.gtimg.com/bbx/pictures/2019/16_20190808174415_908424.gif' style='width:280px;margin:auto'></img>


## 展示位置：


融合了网站、App本身的广告，这种广告会成为网站、App内容的一部分，例如首页/焦点图/信息流页面/结果页面等


## 素材规范：


<img src='https://bbx-pic.gtimg.com/bbx/pictures/2019/16_20190808174526_036732.jpg' style='width:280px;margin:auto'></img>


## 售卖方式：


点击竞价、曝光排期、智能投放


## 日曝光量：


13亿

",https://e.qq.com/ads/helpcenter/detail?cid=598&pid=1754,2020-05-27 19:15:58
0,优量广告开屏广告,"移动端尺寸最大的广告样式，支持GIF、图片、图文创意；开屏加载，全屏显示您的广告创意。


<img src='https://bbx-pic.gtimg.com/bbx/pictures/2019/16_20190808175433_659385.gif' style='width:280px;margin:auto'></img>


## 展示位置：


应用开启后全屏展现的广告样式


展现场景：应用开启时应用启动时加载，展示固定时间，展示完毕后自动关闭进入应用主页面


## 素材规范：


<img src='https://bbx-pic.gtimg.com/bbx/pictures/2019/16_20190808175523_964404.jpg' style='width:280px;margin:auto'></img>


## 售卖方式：


点击竞价、曝光排期、智能投放


## 日曝光量：


5亿

",https://e.qq.com/ads/helpcenter/detail?cid=596&pid=1755,2020-05-27 19:16:55
0,优量广告横幅广告,"支持应用直达+动态创意双管齐下,助力完成低获客成本。


<img src='https://bbx-pic.gtimg.com/bbx/pictures/2019/16_20190808175926_027963.gif' style='width:280px;margin:auto'></img>


## 展示位置：


横跨于页面上端的矩形公告牌，适合在用户停留较久或者访问频繁的页面


## 素材规范：


<img src='https://bbx-pic.gtimg.com/bbx/pictures/2019/16_20190808180009_261793.jpg' style='width:280px;margin:auto'></img>


## 售卖方式：


点击竞价、智能投放


## 日曝光量：


2亿

",https://e.qq.com/ads/helpcenter/detail?cid=599&pid=1756,2020-05-27 19:18:02
0,总则及规范目的,"## **总则**

本规范作为《腾讯广告营销服务商合作协议》《腾讯广告营销广告主合作协议》《腾讯程序化广告交易平台合作协议》等使用腾讯广告相关的各类协议（统称“服务协议”）的一部分，与服务协议有冲突的以本规范内容为准。本规范自公布之日起生效，腾讯有权根据运营需要，随时对本规范进行完善、调整。您在使用腾讯广告时，均应当遵守本规范


## **规范目的**

为了规范腾讯广告接入、审核、发布等相关流程及标准，为广告主提供一个公开、明确的平台使用规范，保护广大用户合法权益，维护腾讯广告的合法有序，特制定本规范。",https://e.qq.com/ads/helpcenter/detail?cid=551&pid=1767,2020-05-26 14:29:47
0,地理位置,"# 功能介绍
# 地域（地理位置）定向
## 一、按区域选择
可以通过列表选择指定地域的用户进行广告投放。国外支持6大洲的一百多个国家，国内支持各省、市、区、及主要商圈的地域选择，包括港澳台地区。可多选，多个地域之间取或的关系，地域列表支持快速查找。

选择指定地域进行投放后，还可以进一步设置该地区人群的地域属性，对当前所选择的所有国家省市区商圈同时生效。地域属性可分为四类：

1. 近期在这里的人：最近2天位置在该区域的人。

1. 常住这里的人：最近一个月居住在该区域的人。
 
1. 旅行到这里的人：旅游或出差来到该区域的人，并且近一个月常住地不在此。
 
1. 去过这里的人：最近一个月去过这里的人。
![d1.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/81_20210302093918_670783.png)

## 二、从地图选择
可以直接在搜索框中搜索指定地址（如广东省深圳市南山区粤海街道10000号），或直接在地图中通过鼠标标记指定地点，也可以通过上传txt文件批量导入指定。

选中一个指定地址（确定的经纬度）之后，还可以设置定向范围是该经纬度半径多少范围之内（默认2公里）。批量导入地址之后，可以在导入成功页面统一对一批地址设置半径范围。
    
从地图选择的地域也支持设置地域属性。

![d2.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/81_20210302093931_449540.png)![d3.png](https://bbx-pic.gtimg.com/bbx/pictures/2021/81_20210302093935_353301.png)

# 常见问题
1、微信流量是否支持海外地域定向？
  微信流量暂时仅支持 “常住这里的人”，暂不支持港澳台地区及国外地区


2、从地图选择自定义打点最大数量？
 单个文件上传的地址总数不能超过 400 个。",https://e.qq.com/ads/helpcenter/detail?cid=503&pid=1771,2021-11-04 11:41:08
0,规范术语,"## **腾讯广告**
 
指由腾讯或腾讯关联公司自主研发并运营的广告营销平台，可为广告主提供流量采购、营销推广、费用统计、数据查询、素材管理等服务。
 
 

## **广告主**
 
指通过腾讯广告向用户宣传、推广产品、服务的主体，广告主包括企业广告主和个人广告主。本规范根据腾讯广告的业务状况，将其分为以下几类：
 
1.第一类广告主：指自己是商品的直接生产者、服务的直接提供者或商品、服务品牌的权利人等，并直接通过腾讯广告发布与自己直接生产、直接提供的商品或服务相关广告的广告主。
 
2.第二类广告主：指经第一类广告主合法授权后，以代理商、经销商、分销商等身份向消费者提供相应商品或服务，通过腾讯广告发布与自己代理、经销、分销等的商品或服务相关广告的广告主。",https://e.qq.com/ads/helpcenter/detail?cid=551&pid=1772,2020-05-26 14:30:08
0,年龄定向说明,"# 功能介绍
## 年龄

 根据用户行为信息以及相关行为数据预测判断用户年龄，您在投放广告时可明确指定用户的年龄段、自定义年龄段进行投放
 
 年龄维度按常用分段有6个单选段位。并支持自定义年龄选取",https://e.qq.com/ads/helpcenter/detail?cid=503&pid=1773,2021-11-04 11:41:08
0,性别定向说明,"# 功能介绍
## 性别
可以选择设置用户性别为男性或女性。
![性别0.png](https://bbx-pic.gtimg.com/bbx/pictures/2020/81_20200518163624_382128.png)",https://e.qq.com/ads/helpcenter/detail?cid=503&pid=1775,2021-11-04 11:41:09
0,腾讯广告平台资质要求,"## **开户主体资质**

* 企业开户
  * 《营业执照》（或同类资质如《事业单位法人登记证》、《个体工商户营业执照》等）《组织机构代码证》等，国家相关法律法规要求的资质。
   
  *  法定代表人身份证正反面复印件、扫描件。
* 个人开户

  *    身份证：以自然人广告主进行开户需上传身份证正反面照片或扫描件，手持半身照的照片，不可提交复印件、扫描件。照片需清晰，不得使用合成照片。

## **主体行业资质**
  若广告主投放特殊行业的广告，则广告主应按照该行业的资质要求提交相关资质，如《药品经营许可证》、《金融许可证》等。

## **主体外链资质**
使用非第三方平台的域名，且域名为开户主体所有，需提交ICP备案截图。

## **授权及证明资质**
1. 如涉及专利权、商标权的，需要提供《商标注册证》《专利证书》等；如涉及肖像授权、品牌授权、数据来源证明等需要广告主提供证明资料的情况，广告主需要补充提供相关授权文件、证明、说明函或确认函（统称“证明文件”）。


3. 证明文件应当真实、合法，并且能够证明广告主享有必要的权利投放相关广告。


5. 腾讯广告提供授权书、形象授权的参考模板，广告主可以根据自身情况进行修改使用，也可自行拟定证明文件。

   [形象授权（企业）](https://qzonestyle.gtimg.cn/open_proj/gdt_gw/cms/uploads/xingxiangshouquangongsi20180208.docx)

   [形象授权（个人）](https://qzonestyle.gtimg.cn/open_proj/gdt_gw/cms/uploads/xingxiangshouquangeren20180208.docx)

   [授权书](https://qzonestyle.gtimg.cn/open_proj/gdt_gw/cms/uploads/shouquanshu20180208.doc)

## **不同种类广告主的资质审核**
1. 第一类广告主：需提供开户资质、行业资质、外链资质

3. 第二类广告主：需提供开户资质、行业资质、授权及证明资质（第一类广告主授权第二类广告主的授权书、代理书等资质）、第一类广告主全部资质",https://e.qq.com/ads/helpcenter/detail?cid=379&pid=1778,2020-10-10 11:31:14
